Company Name,Website,City,Address,Company Stage,Focus Areas,Validation_Source
Nanotein,https://www.nanotein.com,Berkeley,"2950 San Pablo Ave, Berkeley, CA 94702",Pre-clinical/Startup,NanoSpark™ platform develops engineered protein activators improving manufacturing of cell therapies like CAR-T.,Existing
Natera,http://www.natera.com/,San Carlos,"201 Industrial Rd, San Carlos, CA 94070, USA",Unknown,Prenatal Testing,Existing
Nautilus Biotechnology,https://www.nautilus.bio/,San Carlos,"835 Industrial Rd, San Carlos, CA 94070, USA",Unknown,"High-throughput, low-cost platform for analyzing and quantifying the human proteome",Existing
Navire Pharma,http://www.vir.bio/,San Francisco,"1800 Owens St, San Francisco, CA 94158, USA",Unknown,Small Molecules Targeting SHP2,Existing
Nebula Genomics,http://www.enablebiosciences.com/,San Francisco,"510 Myrtle Ave # 101, South San Francisco, CA 94080, USA",Unknown,"Consumer Sequencing, Blockchain, Selling Personal Data, George Church, etc",Existing
Nektar Therapeutics,https://www.nektar.com,San Francisco,"455 Mission Bay Boulevard South, San Francisco, CA 94158",Clinical-Stage Biotech,Polymer conjugate technology to modify biologics (PEGylation). Protein engineering adjacent.,Existing
Neodyne Biosciences,https://www.embracescartherapy.com/,Fremont,"47801 Fremont Blvd, Fremont, CA 94538, USA",Pre-clinical/Startup,Scar Therapy,Existing
Neopeutics,http://neopeutics.com/contact.php,South San Francisco,"400 Oyster Point Blvd, South San Francisco, CA 94080, USA",Tools/Services/CDMO,Drug discovery contract research,Existing
NeuCyte,https://www.neucyte.com/,Mountain View,"319 N Bernardo Ave, Mountain View, CA 94043, USA",Pre-clinical/Startup,iPSC platform for drug discovery,Existing
NeuTherX,http://www.nodexus.com/,San Jose,"2130 Gold St #100, San Jose, CA 95002, USA",Unknown,Organoid Cultivation,Existing
NeuralInk,,Fremont,"7400 Paseo Padre Pkwy, Fremont, CA 94555, USA",Unknown,Neural Implants,Existing
NeuroPace,http://www.neuropace.com/,Mountain View,"455 N Bernardo Ave, Mountain View, CA 94043, USA",Pre-clinical/Startup,Implantable Neurological Treatments,Existing
NeuroQore,https://www.altoneuroscience.com/,Mountain View,"650 Castro St #450, Mountain View, CA 94041, USA",Unknown,Transcranial magnetic stimulation,Existing
Neurocentria,http://www.neurocentria.com/,Walnut Creek,"200 Pringle Ave, Walnut Creek, CA 94596, USA",Unknown,Small molecule for neurological disorders,Existing
Neuron23,https://neuron23.com/,South San Francisco,"343 Oyster Point Blvd suite 120, South San Francisco, CA 94080, USA",Pre-clinical/Startup,AI-drug discovery,Existing
Neurona Therapeutics,http://www.neuronatherapeutics.com/,South San Francisco,"170 Harbor Wy, South San Francisco, CA 94080, USA",Unknown,Neuronal stem-cell therapies,Existing
Neuspera Medical,http://neuspera.com/,San Jose,"51 Daggett Dr, San Jose, CA 95134, USA",Unknown,Neurostimulation device,Existing
Neuvivo,https://www.transcriptabio.com/,Palo Alto,"1804 Embarcadero Rd Suite #201, Palo Alto, CA 94303, USA",Unknown,ALS Therapies,Existing
Nevro,http://www.nevro.com/,Redwood City,"1800 Bridge Pkwy, Redwood City, CA 94065, USA",Unknown,Stimulation device for back pain,Existing
NewGen Surgical,http://www.newgensurgical.com/,San Rafael,"41 Simms St, San Rafael, CA 94901, USA",Unknown,Medical devices & surgical products,Existing
NewLimit,https://epic-bio.com/,South San Francisco,"7000 Shoreline Ct STE 100, South San Francisco, CA 94080, USA",Unknown,Epigenetic Reprogramming Therapies,Existing
Newave Pharmaceutical,,Pleasanton,"405 Boulder Ct, Pleasanton, CA 94566, USA",Unknown,Small Molecules,Existing
Newomics,https://www.newomics.com/,Berkeley,"2612 Eighth St, Berkeley, CA 94710, USA",Unknown,Innovative and integrative platforms and solutions for personalized healthcare,Existing
NextGen Jane,https://www.nextgenjane.com/,Oakland,"400 29th St Suite 105, Oakland, CA 94609, USA",Unknown,Menstrual Blood Diagnostics,Existing
NextVivo,https://exai.bio/,Palo Alto,"3350 W Bayshore Rd, Palo Alto, CA 94303, USA",Unknown,3D Tissue Organoids,Existing
Nine Square Therapeutics,https://www.quantatx.com/,South San Francisco,"Tower Pl, South San Francisco, CA 94080, USA",Unknown,Small Molecules for Neuro,Existing
Nirmidas Biotech,http://www.nirmidas.com/,Mountain View,"319 N Bernardo Ave, Mountain View, CA 94043, USA",Unknown,"Biological testing, assay and imaging technologies, based on a novel red to near IR fluorescence",Existing
Nkarta Therapeutics,https://www.nkartatx.com/,South San Francisco,"1150 Veterans Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Allogeneic cellular immunotherapy platform,Existing
Noah Medical,,San Carlos,"3037 Hopyard Rd, Pleasanton, CA 94588, USA",Unknown,Surgical Imaging,Existing
Noctrix Health,https://noctrixhealth.com/,Pleasanton,"6700 Koll Center Pkwy Suite 310, Pleasanton, CA 94566, USA",Unknown,Device for restless Leg,Existing
Nodexus,http://www.nodexus.com/,San Jose,"2130 Gold St #100, San Jose, CA 95002, USA",Unknown,"Platform to characterize, sort, and isolate single cells from biological samples",Existing
Noetik,http://neopeutics.com/contact.php,South San Francisco,"400 Oyster Point Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,AI Cancer Immunotherapy Discovery,Existing
Nosis Bio,https://www.nosisbio.com/,Berkeley,"850 Marina Village Pkwy #100, Alameda, CA 94501, USA",Unknown,Targeted Delivery Vehicles,Existing
NovaBay Pharmaceuticals,http://novabay.com/,Emeryville,"2000 Powell St #1150, Emeryville, CA 94608, USA",Unknown,Diagnostics,Existing
Novartis,https://www.novartis.com,Emeryville,"5959 Horton Street, Emeryville, CA 94608",Large Pharma,"Infectious disease & global health R&D. Multidisciplinary drug discovery;
potential structural biology roles.",Existing
Novelna,https://www.transcriptabio.com/,Palo Alto,"1804 Embarcadero Rd Suite #201, Palo Alto, CA 94303, USA",Unknown,Diagnostics,Existing
Novo Nordisk,https://bionovascientific.com/,Fremont,"3100 W Warren Ave, Fremont, CA 94538, USA",Pre-clinical/Startup,Regenerative medicine and stem cell therapies,Existing
Novocuff,https://www.nautilus.bio/,Mountain View,"835 Industrial Rd, San Carlos, CA 94070, USA",Unknown,Cervical Control System,Existing
Novodiax,https://www.novodiax.com/,Hayward,"3517 Breakwater Ave, Hayward, CA 94545, USA",Unknown,"Companion Diagnostics, IVD & RUO 10 min Intraoperative IHC",Existing
NuMedii,http://numedii.com/,San Mateo,"66 Bovet Rd Dean of Counseling Advising and Matriculation, San Mateo, CA 94402, USA",Unknown,Data platform,Existing
Numerion Labs,https://numerionlabs.ai/,San Francisco,"250 Sutter St #650, San Francisco, CA 94108, USA",Pre-clinical/Startup,AI for Drug Discovery,Existing
Nura Bio,http://www.nurabio.com/,South San Francisco,"171 Oyster Point Blvd Suite 401, South San Francisco, CA 94080, USA",Unknown,Small Molecule,Existing
Nurix Therapeutics,https://www.nurixtx.com,San Francisco,"1700 Owens St # 205, San Francisco, CA 94158",Clinical-Stage Biotech,"Targeted protein degradation (degraders, DACs). Deep mechanistic and structural understanding required.",Existing
Nutcracker Therapeutics,https://www.nutcrackerx.com,Emeryville,"5858 Horton Street, Suite 540, Emeryville, CA 94608",Clinical-Stage Biotech,"mRNA therapeutics platform.
Protein/RNA engineering & automated GMP workflows.",Existing
Nuvation Bio,http://www.vir.bio/,San Francisco,"1800 Owens St, San Francisco, CA 94158, USA",Pre-clinical/Startup,Oncology Treatments,Existing
Nuvig Therapeutics,http://www.ashvatthatherapeutics.com/,Menlo Park,"1235 Radio Rd Ste 200, Redwood City, CA 94065, USA",Pre-clinical/Startup,Novel therapeutics that induce mechanisms of immune homeostasis and treat autoimmune diseases,Existing
O.N. Diagnostics,http://ondiagnostics.com/,Berkeley,"2150 Shattuck Ave. # 610, Berkeley, CA 94704, USA",Unknown,Virtual Bone Stress Test,Existing
ORIC Pharmaceuticals,https://oricpharma.com/,South San Francisco,"240 E Grand Ave. #2, South San Francisco, CA 94080, USA",Pre-clinical/Startup,"Cancer, drug resistance",Existing
OSNovative Systems,https://www.osnovative.com/,Santa Clara,"500 Laurelwood Rd #1, Santa Clara, CA 95054, USA",Unknown,Wound Dressings & Bandages,Existing
OTU Medical,https://www.neobiotechnologies.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=gmb_website,Union City,"2 Union Square Suite 250, Union City, CA 94587, USA",Tools/Services/CDMO,"Consumable endoscopic instruments in urology, pulmonology and other areas",Existing
Oblenio Bio,http://www.aditumbio.com/,Oakland,"1111 Broadway #1300, Oakland, CA 94607, USA",Unknown,T-cell engager antibody,Existing
Octant Biotech,http://octant.bio/,Emeryville,"1462 67th St, Emeryville, CA 94608, USA",Unknown,Small Molecules,Existing
Octave Bioscience,https://www.octavebio.com/,Menlo Park,"1440 O'Brien Dr suite b, Menlo Park, CA 94025, USA",Unknown,Care management platform for neurodegenerative diseases,Existing
Okomera,http://www.pharmozyme.com/,Sunnyvale,"1190 Mountain View -Alviso Rd ste h, Sunnyvale, CA 94089, USA",Unknown,3D Organoid Screening Technology,Existing
Olema Oncology,http://www.olema.com/,San Francisco,"780 Brannan St, San Francisco, CA 94103, USA",Unknown,CAR T brake,Existing
Olive Diagnostics,https://avellino.ai/,Menlo Park,"1505 Adams Dr, Menlo Park, CA 94025, USA",Unknown,Toilet Urinalysis,Existing
OmRx Oncology,http://www.oxfordbiotherapeutics.com/,San Jose,"5941 Optical Ct, San Jose, CA 95138, USA",Pre-clinical/Startup,Cancer Immunotherapy,Existing
Omicsveu,https://bionovascientific.com/,Fremont,"3100 W Warren Ave, Fremont, CA 94538, USA",Unknown,"Spatial Biology, Multi-omics",Existing
OmniAb,https://www.omniab.com,Emeryville,"5980 Horton Street, Suite 600, Emeryville, CA 94608",Tools/Services/CDMO,"Transgenic animal platforms (OmniRat®, OmniMouse®, OmniChicken®) with high-throughput screening for antibody discovery.",Existing
OmniTier,https://omnitier.com/,San Jose,"Plaza West, 3031 Tisch Way #110, San Jose, CA 95128, USA",Unknown,High Performance Computing Solutions,Existing
Omniox,http://omniox.com/,San Francisco,"181 2nd St, San Francisco, CA 94105, USA",Unknown,Novel Biologics,Existing
OncoBox,http://distributedbio.com/,San Francisco,"201 Gateway Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Oncology Therapy Selection,Existing
OpenBench,https://www.biocom.org/,San Francisco,"1 Tower Pl Suite 150, South San Francisco, CA 94080, USA",Unknown,Small Molecule Screening,Existing
Ophirex,https://www.ophirex.com/contact,San Francisco,"5643 Paradise Dr, Corte Madera, CA 94925, USA",Pre-clinical/Startup,Snakebite treatment,Existing
Opna Bio,https://www.opnabio.com/,South San Francisco,"280 Utah Ave, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Novel oncology therapeutics,Existing
Optra Health,https://www.optrahealth.com/,San Jose,"1798 Technology Dr #258, San Jose, CA 95110, USA",Tools/Services/CDMO,"Medical Devices and Lab Automation, Life Science Informatics, Knowledge Automation and Big Data solutions and services",Existing
OptraScan,http://www.optrascan.com/,San Jose,"2001 Gateway Pl, San Jose, CA 95110, USA",Unknown,"Digital Slide Scanners, Software",Existing
Orbits Oncology,,San Francisco,"1400 Sierra Point Pkwy Suite 300, Brisbane, CA 94005, USA",Unknown,Digital Organoid Analysis Platform,Existing
Orbus Therapeutics,http://www.orbustherapeutics.com/contact/,Palo Alto,"3475 Edison Way, Menlo Park, CA 94025, USA",Pre-clinical/Startup,Repurposing drug,Existing
Orca Bio,http://www.orcabio.com/,Menlo Park,"3475 Edison Way C, Menlo Park, CA 94025, USA",Pre-clinical/Startup,Cell Therapy & Manufacturing,Existing
OrsoBio,http://peak-bio.com/,Palo Alto,"3350 W Bayshore Rd, Palo Alto, CA 94303, USA",Unknown,Mitochondrial protonophores,Existing
OrthoTrophix,http://www.orthotrophix.com/,Foster City,"303 Hegenberger Rd, Oakland, CA 94621, USA",Unknown,"Bone, cartilage and teeth therapies",Existing
Oryn Therapeutics,https://www.teontherapeutics.com/,Redwood City,"555 Twin Dolphin Dr Suite 120, Redwood City, CA 94065, USA",Tools/Services/CDMO,Macrocyclic peptide therapeutics,Existing
Osel,https://oselinc.com/,Mountain View,"320 Logue Ave # 114, Mountain View, CA 94043, USA",Pre-clinical/Startup,Live Organisms as Treatments,Existing
Ostial Corporation,http://www.ostialcorp.com/,Campbell,"747 Camden Ave, Campbell, CA 95008, USA",Unknown,Dual-balloon Stent,Existing
Ouro Medicines,https://www.ouromedicines.com,San Francisco,"701 Gateway Blvd, Unit 410, South San Francisco, CA 94080",Clinical-Stage Biotech,Bispecific Antibody,Existing
Outset Medical,http://outsetmedical.com/,San Jose,"3052 Orchard Dr, San Jose, CA 95134, USA",Unknown,Dialysis Device,Existing
Oxford BioTherapeutics,http://www.oxfordbiotherapeutics.com/,San Jose,"5941 Optical Ct, San Jose, CA 95138, USA",Unknown,Antibody Therapies,Existing
PRC Clinical,http://www.prcclinical.com/,South San Francisco,"611 Gateway Blvd Ste 120, South San Francisco, CA 94080, USA",Clinical-Stage Biotech,"Clinical Trial Management and supporting all phases of clinical studies for pharmaceutical, biotech and regenerative medicine developers globally",Existing
PTM Therapeutics,http://ptmthera.com/,San Carlos,"930 Brittan Ave, San Carlos, CA 94070, USA",Tools/Services/CDMO,Monoclonal Antibodies,Existing
Pacific Biosciences,https://www.pacb.com/,Menlo Park,"1305 O'Brien Dr, Menlo Park, CA 94025, USA",Unknown,DNA sequencing,Existing
Pandorum Technologies,http://www.pandorum.com/,San Carlos,"Centre for Cellular and Molecular Platforms, National Center for Biological, Sciences Campus, Bellary Road, Sahakar Nagar, Kodigehalli, Bengaluru, Karnataka 560065, India",Unknown,Tissue Engineering,Existing
Paragon Genomics,http://www.paragongenomics.com/,Fremont,"5020 Brandin Ct, Fremont, CA 94538, USA",Unknown,Sequencing tools,Existing
Paramune,https://www.paramune.com/,San Carlos,"930 Brittan Ave, San Carlos, CA 94070, USA",Unknown,Biologic therapies for inflammatory diseases and cancer,Existing
ParcelBio,https://trilo.bio/#/,San Francisco,"544b Bryant St, San Francisco, CA 94107, USA",Pre-clinical/Startup,Next-generation mRNA medicines,Existing
Particella,http://dnalite.com/,San Francisco,"455 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Unknown,Ooral lipid nanoparticle technology to deliver nucleic acids to the intestinal epithelium,Existing
Parvus Therapeutics,http://parvustherapeutics.ca/,South San Francisco,"256 E Grand Ave. suite 103, South San Francisco, CA 94080, USA",Unknown,Peptide-MHC-coated nanoparticles,Existing
PathomIQ,https://prognomiq.com/,Cupertino,"1900 Alameda de las Pulgas #100, San Mateo, CA 94403, USA",Unknown,Cancer Phenotype Atlas,Existing
Pearl Therapeutics,https://www.pearlpathways.com,Redwood City,"200 Saginaw Drive, Redwood City, CA 94063",Acquired,Inhaled therapies for respiratory diseases. Acquired by AstraZeneca. Formulation focus.,Existing
Penumbra,http://www.penumbrainc.com/,Alameda,"1351 Harbor Bay Pkwy, Alameda, CA 94502, USA",Unknown,Vascular / Surgical Devices,Existing
PercAssist,http://percassist-corp.com/,Santa Clara,"2374 Walsh Ave, Santa Clara, CA 95051, USA",Unknown,PSCA System for Hemodynamic Support in Chronic Heart Failure,Existing
Perceive Biotherapeutics,http://www.adaptivebiotech.com/,South San Francisco,"2 Tower Pl UNIT 900, South San Francisco, CA 94080, USA",Unknown,Ophthalmology Therapies,Existing
Perfuse Therapeutics,http://perfusetherapeutics.com/,San Francisco,"611 Gateway Blvd Suite 910, South San Francisco, CA 94080, USA",Unknown,Therapies for Eye Disease,Existing
Personalis,https://www.personalis.com/,Fremont,"6600 Dumbarton Cir, Fremont, CA 94555, USA",Tools/Services/CDMO,Genome Services,Existing
Petal Surgical,https://www.cffbr.com/,Redwood City,"100 Arch St #4, Redwood City, CA 94062, USA",Unknown,Acoustic Liquefaction,Existing
PharmaLogic,https://pharmalogic.com/contact/,San Rafael,"17 Bridgegate Dr, San Rafael, CA 94903, USA",Unknown,Pharma & Device Consulting,Existing
Pharmatech Associates,https://pharmatechassociates.com/,Hayward,"22320 Foothill Blvd #330, Hayward, CA 94541, USA",Unknown,Consultants,Existing
Pharmozyme,http://www.pharmozyme.com/,Sunnyvale,"1190 Mountain View -Alviso Rd ste h, Sunnyvale, CA 94089, USA",Unknown,Genetic sequencing technology,Existing
Pheast Therapeutics,http://www.pheast.com/,Palo Alto,"200 Cardinal Way, Redwood City, CA 94063, USA",Pre-clinical/Startup,Cancer immunotherapy - novel checkpoint therapies,Existing
Phinomics,http://phenomicshealth.com/,San Carlos,"Michigan Life Sciences & Innovation Center, 46701 Commerce Center Dr, Plymouth, MI 48170, USA",Unknown,Circular DNA,Existing
Phoenix Pharmaceuticals,https://phoenixpeptide.com/,Burlingame,"330 Beach Rd, Burlingame, CA 94010, USA",Tools/Services/CDMO,"Peptides, Antibodies, Proteins",Existing
Phyllom BioProducts,https://www.phyllom.com,Oakland,"484 Lake Park Ave, Suite 23, Oakland, CA 94610",Commercial-Stage Biotech,Microbial biopesticides with engineered Cry proteins replacing chemical insecticides for agriculture.,Existing
Piccolo Medical,http://www.prcclinical.com/,San Francisco,"611 Gateway Blvd Ste 120, South San Francisco, CA 94080, USA",Unknown,Catheter Navigation Platform,Existing
Pinpoint Science,http://pinpointscience.com/,San Francisco,"522 Oak St, San Francisco, CA 94102, USA",Unknown,Bioelectronic Diagnostics,Existing
Pivot Bio,https://www.pivotbio.com,Berkeley,"2910 7th St, Berkeley, CA 94710",Commercial-Stage Biotech,Engineered nitrogen-fixing microbes replacing synthetic fertilizers for sustainable agriculture.,Existing
